"","BroodID","RingNumber","year","Species","Type","Sex","nSamples","AdateSample","timeSample","tube_ID","lab_ID","ClutchNumber","SubplotYear","TreatmentB","TreatmentG","Doublebox","ExpScore","TimeAfterSunrise","Sequence","WithinNestRep"
"1",1813,"CS87493",2023,1,"AM",1,1,56,"16:10","A_01_1","ND_0262",1,"A12023",0,0,0,71,10.7833333333333,1,"1813_AM"
"2",1813,NA,2023,1,"chick2",2,1,60,"10:47","A_01_4A","ND_0547",1,"A12023",0,0,0,NA,NA,NA,"1813_chick2"
"3",1813,NA,2023,1,"chick1",2,4,56,"17:30","A_01_3A","ND_0412",1,"A12023",0,0,0,NA,NA,NA,"1813_chick1"
"4",2344,NA,2024,1,"chick1",2,3,53,"10:07","A_01_3","ND_1164",1,"A12024",1,1,0,NA,NA,NA,"2344_chick1"
"5",1813,NA,2023,1,"chick2",2,1,60,"10:47","A_01_4B","ND_0536",1,"A12023",0,0,0,NA,NA,NA,"1813_chick2"
"6",1815,"C5A0766",2023,1,"AF",0,1,57,"11:22","A_03_2","ND_0355",1,"A12023",0,0,0,48,6,2,"1815_AF"
"7",1815,NA,2023,1,"chick1",2,1,57,"11:42","A_03_3C","ND_0391",1,"A12023",0,0,0,NA,NA,NA,"1815_chick1"
"8",1815,"CS87455",2023,1,"AM",1,1,57,"10:30","A_03_1","ND_0371",1,"A12023",0,0,0,71,5.13333333333333,1,"1815_AM"
"9",1815,NA,2023,1,"chick1",2,1,57,"11:42","A_03_3B","ND_0392",1,"A12023",0,0,0,NA,NA,NA,"1815_chick1"
"10",1815,NA,2023,1,"chick1",2,1,57,"11:42","A_03_3A","ND_0396",1,"A12023",0,0,0,NA,NA,NA,"1815_chick1"
"11",2347,NA,2024,2,"chick1",2,2,36,"09:35","A_04_3","ND_0872",1,"A12024",1,1,0,NA,NA,NA,"2347_chick1"
"12",1816,NA,2023,2,"chick2",2,4,68,"09:01","A_04_4","ND_0800",5,"A12023",0,0,0,NA,NA,NA,"1816_chick2"
"13",2347,"B5G6337",2024,2,"AF",0,1,36,"09:04","A_04_2","ND_0873",1,"A12024",1,1,0,80,3.28333333333333,2,"2347_AF"
"14",1816,"B5K0300",2023,2,"AF",0,1,65,"10:54","A_04_2","ND_0584",5,"A12023",0,0,0,53,5.63333333333333,1,"1816_AF"
"15",2348,NA,2024,1,"chick2",2,2,40,"13:24","A_05_4","ND_1019",1,"A12024",1,1,0,NA,NA,NA,"2348_chick2"
"16",1819,NA,2023,1,"chick1",2,1,53,"10:16","A_07_3","ND_0198",1,"A12023",0,0,0,NA,NA,NA,"1819_chick1"
"17",1819,NA,2023,1,"chick2",2,1,57,"07:15","A_07_4B","ND_0385",1,"A12023",0,0,0,NA,NA,NA,"1819_chick2"
"18",1819,"C5H7303",2023,1,"AM",1,1,53,"09:30","A_07_1","ND_0206",1,"A12023",0,0,0,36,4.06666666666667,1,"1819_AM"
"19",1819,NA,2023,1,"chick2",2,1,57,"07:15","A_07_4A","ND_0448",1,"A12023",0,0,0,NA,NA,NA,"1819_chick2"
"20",1821,"CS87466",2023,1,"AM",1,1,51,"08:15","A_09_1","ND_0138",1,"A12023",0,0,0,70,2.78333333333333,1,"1821_AM"
"21",1821,"C5H7063",2023,1,"AF",0,1,51,"08:47","A_09_2","ND_0137",1,"A12023",0,0,0,73,3.31666666666667,1,"1821_AF"
"22",2364,NA,2024,1,"chick2",2,1,46,"09:11","A_16_4","ND_1223",1,"A12024",1,1,0,NA,NA,NA,"2364_chick2"
"23",2364,NA,2024,1,"chick1",2,1,42,"11:17","A_16_3","ND_1043",1,"A12024",1,1,0,NA,NA,NA,"2364_chick1"
"24",1832,NA,2023,2,"chick2",2,2,60,"11:42","A_20_4A","ND_0543",1,"A12023",0,0,0,NA,NA,NA,"1832_chick2"
"25",1832,"B5K0232",2023,2,"AM",1,1,56,"15:15","A_20_1","ND_0250",1,"A12023",0,0,0,24,9.86666666666667,1,"1832_AM"
"26",1832,"B5G6337",2023,2,"AF",0,1,56,"16:20","A_20_2","ND_0266",1,"A12023",0,0,0,58,10.95,1,"1832_AF"
"27",1833,"C5H7279",2023,1,"AF",0,1,59,"11:26","A_21_2","ND_0480",1,"A12023",0,0,0,55,6.1,1,"1833_AF"
"28",1833,NA,2023,1,"chick2",2,1,62,"10:50","A_21_4","ND_0755",1,"A12023",0,0,0,NA,NA,NA,"1833_chick2"
"29",1833,"C5H7151",2023,1,"AM",1,1,59,"11:44","A_21_1","ND_0470",1,"A12023",0,0,0,45,6.4,1,"1833_AM"
"30",1836,NA,2023,2,"chick1",2,1,58,"17:53","A_24_3","ND_0765",1,"A12023",0,0,0,NA,NA,NA,"1836_chick1"
"31",1836,"B4P0479",2023,2,"AF",0,1,59,"11:48","A_24_2","ND_0488",1,"A12023",0,0,0,62,6.46666666666667,2,"1836_AF"
"32",1836,"B4P0633",2023,2,"AM",1,1,59,"12:15","A_24_1","ND_0464",1,"A12023",0,0,0,73,6.91666666666667,2,"1836_AM"
"33",1837,NA,2023,1,"chick2",2,2,52,"08:18","A_25_4A","ND_0125",1,"A12023",0,0,0,NA,NA,NA,"1837_chick2"
"34",1837,"C5H7054",2023,1,"AM",1,1,48,"11:10","A_25_1","ND_0062",1,"A12023",0,0,0,30,5.65,1,"1837_AM"
"35",1837,NA,2023,1,"chick1",2,1,48,"12:07","A_25_3","ND_0052",1,"A12023",0,0,0,NA,NA,NA,"1837_chick1"
"36",1839,"C5H7301",2023,1,"AM",1,1,53,"07:40","A_27_1","ND_0187",1,"A12023",0,0,0,34,2.23333333333333,1,"1839_AM"
"37",1839,"CS87503",2023,1,"AF",0,1,53,"09:00","A_27_2","ND_0180",1,"A12023",0,0,0,42,3.56666666666667,1,"1839_AF"
"38",2377,"C5H7694",2024,1,"AF",0,1,42,"10:07","A_28_2","ND_0964",1,"A12024",1,1,1,66,4.48333333333333,1,"2377_AF"
"39",2387,NA,2024,2,"chick1",2,2,40,"09:22","A_38_3","ND_1037",1,"A22024",0,1,0,NA,NA,NA,"2387_chick1"
"40",2387,NA,2024,2,"chick2",2,2,45,"09:20","A_38_4","ND_1220",1,"A22024",0,1,0,NA,NA,NA,"2387_chick2"
"41",2387,"B5K0922",2024,2,"AM",1,1,40,"08:31","A_38_1","ND_1046",1,"A22024",0,1,0,2,2.83333333333333,1,"2387_AM"
"42",2387,"B5K0921",2024,2,"AF",0,1,40,"08:15","A_38_2","ND_1066",1,"A22024",0,1,0,87,2.56666666666667,1,"2387_AF"
"43",2389,"B5G6018",2024,2,"AM",1,1,51,"09:11","A_40_1","ND_1160",1,"A22024",0,1,0,58,3.73333333333333,3,"2389_AM"
"44",1854,"C5H7338",2023,1,"AM",1,1,57,"08:28","A_42_1","ND_0362",1,"A22023",0,1,0,81,3.1,1,"1854_AM"
"45",1854,NA,2023,1,"chick2",2,3,63,"15:46","A_42_4B","ND_0698",1,"A22023",0,1,0,NA,NA,NA,"1854_chick2"
"46",2393,"B5K0067",2024,2,"AM",1,1,47,"09:43","A_44_1","ND_1243",1,"A22024",0,1,0,93,4.18333333333333,1,"2393_AM"
"47",1856,NA,2023,2,"chick1",2,1,57,"09:18","A_44_3C","ND_0832",1,"A22023",0,1,0,NA,NA,NA,"1856_chick1"
"48",1856,NA,2023,2,"chick1",2,1,57,"09:18","A_44_3A","ND_0350",1,"A22023",0,1,0,NA,NA,NA,"1856_chick1"
"49",1856,NA,2023,2,"chick2",2,1,62,"09:37","A_44_4","ND_0844",1,"A22023",0,1,0,NA,NA,NA,"1856_chick2"
"50",2393,NA,2024,2,"chick2",2,1,52,"09:44","A_44_4","ND_1289",1,"A22024",0,1,0,NA,NA,NA,"2393_chick2"
"51",2393,"B5K0066",2024,2,"AF",0,1,47,"09:00","A_44_2","ND_1234",1,"A22024",0,1,0,69,3.46666666666667,1,"2393_AF"
"52",1863,"B5G6026",2023,2,"AF",0,1,59,"13:22","A_48_2","ND_0469",1,"A22023",0,1,0,39,3.66666666666667,1,"1863_AF"
"53",1863,NA,2023,2,"chick2",2,2,62,"10:18","A_48_4","ND_0845",1,"A22023",0,1,0,NA,NA,NA,"1863_chick2"
"54",1867,"B5G6018",2023,2,"AM",1,1,59,"15:00","A_50_1","ND_0472",1,"A22023",0,1,0,77,9.66666666666667,2,"1867_AM"
"55",1867,NA,2023,2,"chick1",2,2,58,"18:23","A_50_3","ND_0762",1,"A22023",0,1,0,NA,NA,NA,"1867_chick1"
"56",1867,"B4P0648",2023,2,"AF",0,1,59,"13:48","A_50_2","ND_0489",1,"A22023",0,1,0,47,8.46666666666667,2,"1867_AF"
"57",2401,"CS87569",2024,1,"AM",1,1,45,"08:58","A_52_1","ND_1229",1,"A22024",0,1,0,59,3.4,2,"2401_AM"
"58",1871,NA,2023,1,"chick2",2,1,56,"17:50","A_52_4","ND_0394",1,"A22023",0,1,0,NA,NA,NA,"1871_chick2"
"59",2401,NA,2024,1,"chick1",2,2,45,"08:40","A_52_3","ND_1014",1,"A22024",0,1,0,NA,NA,NA,"2401_chick1"
"60",1873,NA,2023,1,"chick2",2,2,59,"16:00","A_53_4","ND_0497",1,"A22023",0,1,0,NA,NA,NA,"1873_chick2"
"61",1873,"C5H7312",2023,1,"AF",0,1,55,"07:45","A_53_2","ND_0304",1,"A22023",0,1,0,NA,NA,NA,"1873_AF"
"62",1873,"C3F7585",2023,1,"AM",1,1,57,"10:49","A_53_1","ND_0361",1,"A22023",0,1,0,82,5.45,1,"1873_AM"
"63",1874,NA,2023,2,"chick2",2,2,77,"11:00","A_54_4","ND_0748",5,"A22023",0,1,0,NA,NA,NA,"1874_chick2"
"64",1874,"B5K1356",2023,2,"AF",0,1,73,"10:00","A_54_2","ND_0733",5,"A22023",0,1,0,46,4.78333333333333,1,"1874_AF"
"65",2403,NA,2024,2,"chick2",2,2,43,"14:55","A_54_4","ND_1000",1,"A22024",0,1,0,NA,NA,NA,"2403_chick2"
"66",1874,NA,2023,2,"chick1",2,4,73,"10:17","A_54_3","ND_0721",5,"A22023",0,1,0,NA,NA,NA,"1874_chick1"
"67",2403,NA,2024,2,"chick1",2,2,38,NA,"A_54_3","ND_0914",1,"A22024",0,1,0,NA,NA,NA,"2403_chick1"
"68",1880,NA,2023,1,"chick1",2,2,61,"10:35","A_57_3B","ND_0550",1,"A22023",0,1,0,NA,NA,NA,"1880_chick1"
"69",1880,"C5H8347",2023,1,"AM",1,1,61,"09:25","A_57_1","ND_0643",1,"A22023",0,1,0,62,4.1,1,"1880_AM"
"70",1880,NA,2023,1,"chick1",2,1,61,"10:35","A_57_3C","ND_0627",1,"A22023",0,1,0,NA,NA,NA,"1880_chick1"
"71",1882,NA,2023,2,"chick1",2,2,59,"14:57","A_58_3","ND_0476",1,"A22023",0,1,0,NA,NA,NA,"1882_chick1"
"72",1886,"CS87929",2023,1,"AF",0,1,63,"15:00","A_60_2","ND_0596",1,"A22023",0,1,0,64,9.71666666666667,2,"1886_AF"
"73",1886,NA,2023,1,"chick1",2,3,63,"15:01","A_60_3A","ND_0599",1,"A22023",0,1,0,NA,NA,NA,"1886_chick1"
"74",1886,"CS87928",2023,1,"AM",1,1,63,"14:16","A_60_1","ND_0600",1,"A22023",0,1,0,62,8.98333333333333,2,"1886_AM"
"75",1889,"C5H7364",2023,1,"AF",0,1,60,"09:22","A_62_2","ND_0529",1,"A22023",0,1,0,86,4.03333333333333,1,"1889_AF"
"76",2411,"C5H7909",2024,1,"AF",0,1,40,"12:28","A_62_2","ND_1018",1,"A22024",0,1,0,88,6.78333333333333,1,"2411_AF"
"77",2411,NA,2024,1,"chick1",2,2,40,"13:10","A_62_3","ND_1028",1,"A22024",0,1,0,NA,NA,NA,"2411_chick1"
"78",1890,NA,2023,1,"chick2",2,1,65,"11:32","A_63_4B","ND_0807",1,"A22023",0,1,0,NA,NA,NA,"1890_chick2"
"79",1890,"C5H8366",2023,1,"AF",0,1,62,"08:25","A_63_2","ND_0588",1,"A22023",0,1,0,83,3.11666666666667,1,"1890_AF"
"80",1890,NA,2023,1,"chick1",2,1,61,"10:13","A_63_3","ND_0548",1,"A22023",0,1,0,NA,NA,NA,"1890_chick1"
"81",1890,NA,2023,1,"chick2",2,2,65,"11:32","A_63_4A","ND_0815",1,"A22023",0,1,0,NA,NA,NA,"1890_chick2"
"82",1892,NA,2023,1,"chick1",2,1,54,"08:52","A_65_3","ND_0217",1,"A22023",0,1,0,NA,NA,NA,"1892_chick1"
"83",1892,"C5H7304",2023,1,"AF",0,1,54,"08:52","A_65_2","ND_0196",1,"A22023",0,1,0,NA,NA,NA,"1892_AF"
"84",1892,"CS87979",2023,1,"AM",1,1,54,"07:45","A_65_1","ND_0202",1,"A22023",0,1,0,NA,NA,NA,"1892_AM"
"85",2415,NA,2024,2,"chick2",2,3,45,"09:55","A_66_4","ND_1015",1,"A22024",0,1,0,NA,NA,NA,"2415_chick2"
"86",1894,NA,2023,2,"chick1",2,3,59,"15:09","A_67_3","ND_0455",1,"A22023",0,1,0,NA,NA,NA,"1894_chick1"
"87",1894,"B5K0240",2023,2,"AF",0,1,59,"14:15","A_67_2","ND_0465",1,"A22023",0,1,0,47,8.91666666666667,1,"1894_AF"
"88",2417,"B5G6702",2024,2,"AF",0,1,36,"10:58","A_68_2","ND_0875",1,"A22024",0,1,0,63,5.18333333333333,1,"2417_AF"
"89",2417,NA,2024,2,"chick2",2,2,40,"10:58","A_68_4","ND_1038",1,"A22024",0,1,0,NA,NA,NA,"2417_chick2"
"90",2417,NA,2024,2,"chick1",2,3,36,"11:33","A_68_3","ND_0876",1,"A22024",0,1,0,NA,NA,NA,"2417_chick1"
"91",2417,"B5G6701",2024,2,"AM",1,1,36,"10:24","A_68_1","ND_0874",1,"A22024",0,1,0,57,4.61666666666667,1,"2417_AM"
"92",2418,"C3F7381",2024,1,"AF",0,1,40,"08:20","A_69_2","ND_1075",1,"A22024",0,1,0,55,2.65,1,"2418_AF"
"93",2418,"C5H7147",2024,1,"AM",1,1,40,"08:06","A_69_1","ND_1057",1,"A22024",0,1,0,50,2.41666666666667,1,"2418_AM"
"94",2418,NA,2024,1,"chick1",2,1,40,"09:33","A_69_3","ND_1027",1,"A22024",0,1,0,NA,NA,NA,"2418_chick1"
"95",1897,"C5H8348",2023,1,"AF",0,1,61,"11:58","A_70_2","ND_0629",1,"A22023",0,1,0,56,6.65,1,"1897_AF"
"96",1898,NA,2023,2,"chick1",2,1,54,"12:08","B_01_3","ND_0167",1,"B12023",0,0,0,NA,NA,NA,"1898_chick1"
"97",1898,"B5K0660",2023,2,"AF",0,1,58,"14:20","B_01_2","ND_0773",1,"B12023",0,0,0,50,8.98333333333333,1,"1898_AF"
"98",2490,NA,2024,2,"chick2",2,2,45,"11:04","B_01_4","ND_0930",1,"B12024",1,1,0,NA,NA,NA,"2490_chick2"
"99",1898,NA,2023,2,"chick2",2,3,59,"17:00","B_01_4","ND_0618",1,"B12023",0,0,0,NA,NA,NA,"1898_chick2"
"100",2490,NA,2024,2,"chick1",2,2,40,"15:22","B_01_3","ND_1045",1,"B12024",1,1,0,NA,NA,NA,"2490_chick1"
"101",2490,"B5K0955",2024,2,"AM",1,1,41,"14:11","B_01_1","ND_1022",1,"B12024",1,1,0,56,8.53333333333333,1,"2490_AM"
"102",2491,"CS87586",2024,1,"AF",0,1,43,"10:13","B_02_2","ND_0952",1,"B12024",1,1,0,61,4.6,1,"2491_AF"
"103",2491,"C5A0376",2024,1,"AM",1,1,43,"10:51","B_02_1","ND_1162",1,"B12024",1,1,0,89,5.23333333333333,1,"2491_AM"
"104",2492,NA,2024,2,"chick1",2,3,35,"09:13","B_03_3","ND_0854",1,"B12024",1,1,0,NA,NA,NA,"2492_chick1"
"105",2492,"B5G6366",2024,2,"AF",0,1,35,"08:13","B_03_2","ND_0853",1,"B12024",1,1,0,70,2.41666666666667,2,"2492_AF"
"106",1900,NA,2023,2,"chick2",2,2,55,"14:20","B_03_4","ND_0283",1,"B12023",0,0,0,NA,NA,NA,"1900_chick2"
"107",1900,"B5G6366",2023,2,"AF",0,1,50,"09:23","B_03_2","ND_0068",1,"B12023",0,0,0,37,3.9,1,"1900_AF"
"108",1900,NA,2023,2,"chick1",2,1,50,"10:43","B_03_3B","ND_0066",1,"B12023",0,0,0,NA,NA,NA,"1900_chick1"
"109",1900,NA,2023,2,"chick1",2,1,50,"10:43","B_03_3A","ND_0067",1,"B12023",0,0,0,NA,NA,NA,"1900_chick1"
"110",2492,NA,2024,2,"chick2",2,2,48,"13:27","B_03_4A","ND_0913",1,"B12024",1,1,0,NA,NA,NA,"2492_chick2"
"111",2494,NA,2024,2,"chick2",2,2,41,"14:50","B_05_4","ND_1069",1,"B12024",1,1,0,NA,NA,NA,"2494_chick2"
"112",2494,NA,2024,2,"chick1",2,1,36,"12:50","B_05_3","ND_0899",1,"B12024",1,1,0,NA,NA,NA,"2494_chick1"
"113",1902,NA,2023,2,"chick1",2,2,52,"13:06","B_05_3A","ND_0116",1,"B12023",0,0,0,NA,NA,NA,"1902_chick1"
"114",1902,"B5G6913",2023,2,"AF",0,1,52,"12:12","B_05_2","ND_0119",1,"B12023",0,0,0,NA,NA,NA,"1902_AF"
"115",1902,NA,2023,2,"chick2",2,1,57,"17:30","B_05_4","ND_0348",1,"B12023",0,0,0,NA,NA,NA,"1902_chick2"
"116",1902,NA,2023,2,"chick1",2,1,52,"13:06","B_05_3B","ND_0118",1,"B12023",0,0,0,NA,NA,NA,"1902_chick1"
"117",2495,"C3R6100",2024,1,"AF",0,1,44,"13:20","B_06_2","ND_1246",1,"B12024",1,1,0,NA,NA,NA,"2495_AF"
"118",1903,NA,2023,1,"chick1",2,3,76,"09:26","B_06_3A","ND_0838",1,"B12023",0,0,0,NA,NA,NA,"1903_chick1"
"119",1903,NA,2023,1,"chick1",2,1,76,"09:26","B_06_3B","ND_0749",1,"B12023",0,0,0,NA,NA,NA,"1903_chick1"
"120",1903,"C3F7406",2023,1,"AF",0,1,77,"09:36","B_06_2","ND_0751",1,"B12023",0,0,0,NA,NA,NA,"1903_AF"
"121",1903,NA,2023,1,"chick2",2,3,80,"16:22","B_06_4","ND_0840",1,"B12023",0,0,0,NA,NA,NA,"1903_chick2"
"122",2496,NA,2024,2,"chick1",2,3,39,"11:35","B_07_3","ND_1146",1,"B22024",0,0,0,NA,NA,NA,"2496_chick1"
"123",1904,NA,2023,2,"chick1",2,2,55,"10:13","B_07_3","ND_0237",1,"B22023",1,0,0,NA,NA,NA,"1904_chick1"
"124",1904,"B4P0276",2023,2,"AM",1,1,55,"09:00","B_07_1","ND_0235",1,"B22023",1,0,0,NA,NA,NA,"1904_AM"
"125",1904,"B5G6341",2023,2,"AF",0,1,55,"08:40","B_07_2","ND_0223",1,"B22023",1,0,0,NA,NA,NA,"1904_AF"
"126",1904,NA,2023,2,"chick2",2,6,60,"14:47","B_07_4B","ND_0524",1,"B22023",1,0,0,NA,NA,NA,"1904_chick2"
"127",2496,"B5G6341",2024,2,"AF",0,1,41,"12:28","B_07_2","ND_1080",1,"B22024",0,0,0,55,6.81666666666667,1,"2496_AF"
"128",1905,NA,2023,1,"chick1",2,1,50,"13:25","B_08_3","ND_0061",1,"B22023",1,0,0,NA,NA,NA,"1905_chick1"
"129",1905,"C5H7208",2023,1,"AF",0,1,50,"12:52","B_08_2","ND_0065",1,"B22023",1,0,0,65,7.38333333333333,1,"1905_AF"
"130",2498,NA,2024,2,"chick2",2,3,47,"11:09","B_09_4","ND_1253",1,"B22024",0,0,0,NA,NA,NA,"2498_chick2"
"131",2498,"B5K1208",2024,2,"AM",1,1,43,"08:15","B_09_1","ND_0963",1,"B22024",0,0,0,23,2.63333333333333,1,"2498_AM"
"132",2498,"B5G6519",2024,2,"AF",0,1,43,"08:43","B_09_2","ND_0936",1,"B22024",0,0,0,81,3.1,2,"2498_AF"
"133",2498,NA,2024,2,"chick1",2,0,44,"13:39","B_09_3","ND_0973",1,"B22024",0,0,0,NA,NA,NA,"2498_chick1"
"134",2499,"C3F7410",2024,1,"AF",0,1,43,"08:20","B_10_2","ND_0943",1,"B22024",0,0,0,87,2.71666666666667,1,"2499_AF"
"135",1907,NA,2023,1,"chick1",2,2,55,"10:05","B_10_3","ND_0230",1,"B22023",1,0,0,NA,NA,NA,"1907_chick1"
"136",1907,"C3F7410",2023,1,"AF",0,1,55,"08:36","B_10_2","ND_0233",1,"B22023",1,0,0,NA,NA,NA,"1907_AF"
"137",2500,"B5G7356",2024,2,"AF",0,1,48,"08:56","B_11_2","ND_1267",1,"B22024",0,0,0,65,3.43333333333333,1,"2500_AF"
"138",2500,NA,2024,2,"chick2",2,4,53,"09:05","B_11_4","ND_1290",1,"B22024",0,0,0,NA,NA,NA,"2500_chick2"
"139",2500,"B4P0032",2024,2,"AM",1,1,48,"09:34","B_11_1","ND_1236",1,"B22024",0,0,0,79,4.06666666666667,2,"2500_AM"
"140",1913,"B5K0662",2023,2,"AM",1,1,60,"14:32","B_16_1","ND_0531",1,"B22023",1,0,0,33,9.2,1,"1913_AM"
"141",1913,NA,2023,2,"chick2",2,1,65,"10:00","B_16_4B","ND_0745",1,"B22023",1,0,0,NA,NA,NA,"1913_chick2"
"142",1913,NA,2023,2,"chick1",2,3,60,"15:28","B_16_3","ND_0510",1,"B22023",1,0,0,NA,NA,NA,"1913_chick1"
"143",1913,"B4P0129",2023,2,"AF",0,1,60,"15:15","B_16_2","ND_0549",1,"B22023",1,0,0,71,9.91666666666667,3,"1913_AF"
"144",1913,NA,2023,2,"chick2",2,3,65,"10:00","B_16_4A","ND_0818",1,"B22023",1,0,0,NA,NA,NA,"1913_chick2"
"145",1914,NA,2023,2,"chick2",2,3,60,"14:35","B_17_4","ND_0533",1,"B22023",1,0,0,NA,NA,NA,"1914_chick2"
"146",2511,"C3F7551",2024,1,"AM",1,1,41,"14:05","B_21_1","ND_1041",1,"B12024",1,1,1,72,8.43333333333333,1,"2511_AM"
"147",2511,NA,2024,1,"chick2",2,2,45,"11:45","B_21_4","ND_1013",1,"B12024",1,1,0,NA,NA,NA,"2511_chick2"
"148",2511,NA,2024,1,"chick1",2,2,41,"15:12","B_21_3","ND_1078",1,"B12024",1,1,0,NA,NA,NA,"2511_chick1"
"149",2513,NA,2024,1,"chick1",2,1,42,"13:50","B_22_3","ND_0945",1,"B12024",1,1,0,NA,NA,NA,"2513_chick1"
"150",1923,"B4P0292",2023,2,"AM",1,1,59,"16:15","B_24_1","ND_0482",1,"B12023",0,0,0,49,10.9166666666667,2,"1923_AM"
"151",1926,NA,2023,2,"chick1",2,1,48,"09:00","B_26_3","ND_0064",1,"B12023",0,0,0,NA,NA,NA,"1926_chick1"
"152",2517,"B5G6042",2024,2,"AM",1,1,45,"09:27","B_26_1","ND_1211",1,"B12024",1,1,0,15,3.88333333333333,1,"2517_AM"
"153",2517,"B5K0119",2024,2,"AF",0,1,45,"10:40","B_26_2","ND_1240",1,"B12024",1,1,0,56,5.1,1,"2517_AF"
"154",2517,NA,2024,2,"chick2",2,2,45,NA,"B_26_4","ND_1259",1,"B12024",1,1,0,NA,NA,NA,"2517_chick2"
"155",1926,NA,2023,2,"chick2",2,3,52,"11:42","B_26_4","ND_0113",1,"B12023",0,0,0,NA,NA,NA,"1926_chick2"
"156",1926,"B5K0603",2023,2,"AF",0,1,48,"08:00","B_26_2","ND_0051",1,"B12023",0,0,0,54,2.48333333333333,1,"1926_AF"
"157",2518,NA,2024,1,"chick2",2,2,46,"11:43","B_27_4","ND_1206",1,"B12024",1,1,0,NA,NA,NA,"2518_chick2"
"158",2518,NA,2024,1,"chick1",2,1,42,"13:36","B_27_3","ND_0954",1,"B12024",1,1,0,NA,NA,NA,"2518_chick1"
"159",1928,"C5A0386",2023,1,"AF",0,1,61,"12:30","B_27_2","ND_0532",1,"B12023",0,0,0,56,7.18333333333333,2,"1928_AF"
"160",1928,NA,2023,1,"chick2",2,2,61,"12:51","B_27_4B","ND_0509",1,"B12023",0,0,0,NA,NA,NA,"1928_chick2"
"161",1928,"C3F5930",2023,1,"AM",1,1,59,"16:40","B_27_1","ND_0461",1,"B12023",0,0,0,50,11.3333333333333,3,"1928_AM"
"162",2519,NA,2024,2,"chick1",2,0,0,NA,"B_28_3","ND_0894",1,"B12024",1,1,0,NA,NA,NA,"2519_chick1"
"163",2519,NA,2024,2,"chick2",2,3,42,"12:35","B_28_4","ND_1033",1,"B12024",1,1,0,NA,NA,NA,"2519_chick2"
"164",1933,NA,2023,1,"chick1",2,2,46,"09:57","B_31_3","ND_0032",1,"B22023",1,0,0,NA,NA,NA,"1933_chick1"
"165",2522,NA,2024,1,"chick1",2,2,41,"13:01","B_31_3","ND_1031",1,"B22024",0,0,0,NA,NA,NA,"2522_chick1"
"166",1933,NA,2023,1,"chick2",2,2,50,"11:51","B_31_4","ND_0074",1,"B22023",1,0,0,NA,NA,NA,"1933_chick2"
"167",1933,"CS87061",2023,1,"AF",0,1,48,"10:00","B_31_2","ND_0063",1,"B22023",1,0,0,99,4.48333333333333,1,"1933_AF"
"168",2522,NA,2024,1,"chick2",2,5,45,"12:14","B_31_4A","ND_1248",1,"B22024",0,0,0,NA,NA,NA,"2522_chick2"
"169",1934,NA,2023,2,"chick2",2,1,73,"11:50","B_32_4","ND_0729",5,"B22023",1,0,0,NA,NA,NA,"1934_chick2"
"170",1934,NA,2023,2,"chick1",2,4,68,"09:27","B_32_3","ND_0835",5,"B22023",1,0,0,NA,NA,NA,"1934_chick1"
"171",2523,NA,2024,2,"chick2",2,3,51,"09:02","B_32_4","ND_1227",1,"B22024",0,0,0,NA,NA,NA,"2523_chick2"
"172",2523,"B5K0065",2024,2,"AF",0,1,46,"11:05","B_32_2","ND_1205",1,"B22024",0,0,0,42,5.53333333333333,1,"2523_AF"
"173",2523,NA,2024,2,"chick1",2,2,46,"12:07","B_32_3","ND_1216",1,"B22024",0,0,0,NA,NA,NA,"2523_chick1"
"174",1936,"B4P0101",2023,2,"AF",0,1,54,"09:45","B_34_2","ND_0314",1,"B22023",1,0,0,NA,NA,NA,"1936_AF"
"175",1936,"B5K0214",2023,2,"AM",1,1,54,"10:21","B_34_1","ND_0292",1,"B22023",1,0,0,NA,NA,NA,"1936_AM"
"176",1939,NA,2023,2,"chick1",2,3,52,"10:25","B_37_3","ND_0481",1,"B22023",1,0,0,NA,NA,NA,"1939_chick1"
"177",1939,"B4P0242",2023,2,"AM",1,1,52,"09:05","B_37_1","ND_0110",1,"B22023",1,0,0,NA,NA,NA,"1939_AM"
"178",1939,"B5G6519",2023,2,"AF",0,1,52,"10:25","B_37_2","ND_0111",1,"B22023",1,0,0,NA,NA,NA,"1939_AF"
"179",1939,NA,2023,2,"chick2",2,NA,57,"17:36","B_37_4","ND_0376",1,"B22023",1,0,0,NA,NA,NA,"1939_chick2"
"180",1940,"C3F7638",2023,1,"AM",1,1,72,"07:56","B_38_1","ND_0730",1,"B22023",1,0,0,NA,NA,NA,"1940_AM"
"181",1941,"CS87432",2023,1,"AF",0,1,39,"09:25","B_39_2","ND_0003",1,"B12023",0,0,0,69,3.7,2,"1941_AF"
"182",1941,NA,2023,1,"chick2",2,2,43,"12:10","B_39_4","ND_0007",1,"B12023",0,0,0,NA,NA,NA,"1941_chick2"
"183",1941,NA,2023,1,"chick1",2,2,39,"10:00","B_39_3","ND_0004",1,"B12023",0,0,0,NA,NA,NA,"1941_chick1"
"184",1941,"C3F7703",2023,1,"AM",1,1,40,"08:20","B_39_1","ND_0005",1,"B12023",0,0,0,33,2.63333333333333,4,"1941_AM"
"185",2531,NA,2024,2,"chick2",2,2,44,"12:30","B_40_4","ND_1239",1,"B12024",1,1,0,NA,NA,NA,"2531_chick2"
